PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
2.284495234649417,3.3554118657026057,0.66236344024656,-0.8638695330697793,0.05919334828752099,1.0979515703870348,-0.3654723031144225,-0.8033283980156403,-0.08530959506916849,0.8897471224171875,-0.1412760787647106
3.0975825121613636,0.8118527696686738,-0.3060819055654626,0.6401219573832585,1.0378684181209272,0.0126083982683298,-0.7426008723836183,-1.9826071334358781,0.24389424167160903,-0.5461786914308319,0.6520685733711834
1.5414478833962548,1.3441187431663015,-0.5324443606527217,2.3305511712062916,-0.13287599714428328,1.313036459016414,-0.4205115420406334,-0.49574889364377533,1.0735031066265766,0.9346769239439796,-1.426743932704158
2.484714933190261,3.4114824005124214,-2.2674374165191744,0.1681953443671293,-0.08342236459219492,-0.2184660945239042,1.1833725011979486,-0.21077731827187024,-0.7241531348533574,0.49948456284761317,-0.08265750306249846
1.5284298143705475,1.5453716568179938,-1.0778670185211716,2.158932303121219,-0.4974467099952285,0.0365095040948843,-1.703886912938588,-0.25633393411304695,0.22413882252096212,-0.4855297503799542,0.4483956251135557
-0.9811319813425925,0.9301514959780018,-0.8265450007999499,-0.6764580700758486,-1.446649180807757,-0.6959775445334061,0.6701855404990408,-2.149762548248569,1.4038511078086624,0.12444084224366635,-1.026902426892563
1.2267781429307418,-0.09308238205700188,-1.8058112859339421,-1.3175953541376324,1.0414983887389442,0.8771684395455225,-1.4580365673436813,-0.01077478289778645,0.5550605020728787,0.0026261630922412627,0.444485512325992
0.9466331668223166,0.2789063066599809,0.5204756548914635,1.1346176479155503,-0.7052928742955028,0.5396434864735854,-2.4126925878811694,-0.20130825010343142,-0.5075147397547126,-1.3742014035675052,-2.24455096198059
-0.41242568124490736,0.6933684746576846,-1.446313590822884,0.24962377922732926,0.7884799039712787,1.380232791193115,-0.478877834566081,-0.5089687837795972,-0.5592766043514157,0.4331420751239139,-1.2243665764054972
-2.0372566693575376,0.8089250643869276,-0.9611967017525628,-0.19856184478313418,0.8808754522244698,3.1960989777728854,0.11308984434227955,-0.46017446036567833,0.561727293479835,0.14162497119973447,0.0044027231934644475
0.025915007491369536,1.033077768266994,-2.193295209043409,0.6716890698877166,-1.1743060187746681,0.03464840440360349,0.09825293928924438,-0.2228448127824985,0.3556603107059042,-1.1008334831769984,0.7235320919107615
1.8167512087851536,0.26757306092398536,1.6124613592545072,0.8286599619332807,1.243682364538311,0.8089478656269457,-2.2185863949642872,-2.461547202435107,-0.5195057235588928,-0.8974995451105513,-0.148310479010836
-1.1581310610941171,1.6830601335328617,-1.6177553547735588,0.5411928058287968,0.02996478441339816,1.0652293878326147,-1.5668944211415796,0.05186471520078374,0.24166837892436782,0.07686821741854957,0.8095378379389205
-0.8764262376163773,2.0508765895490733,-1.162408627704356,0.6627307435890173,0.33403295658600346,1.5876024299268183,-0.75309460260532,-0.35600801849444147,0.2636409566085245,0.5173727025651188,0.4819640108457504
-1.0339000383863917,2.7186482773923832,-0.25323512136826054,0.5650185395414034,1.1491613404949952,0.7286959122524459,0.32614414676988784,0.4792044696763923,0.8290458391570202,0.38182787757643855,-0.1845515640094781
0.4484233160990541,0.2932005871897867,-2.586532634070133,-0.6263181474987546,0.5936069478567633,1.165372239361386,-0.35172787193594574,0.629511075370367,-0.3884057544526727,-0.723683771022037,0.09788858852995508
-1.1128111751100187,-0.5649021975338733,-0.29948067127110706,-0.8983366489265077,1.246672788430436,-0.3904297871592374,1.7381544142592573,-1.667568833706081,1.0886531348405128,-0.7487600345773011,-0.9638922655771794
0.16290529495191938,3.41711824130961,1.1634458422079494,-1.0432582896674998,0.3883314865552001,-0.16777167065287468,-0.23490380679695724,0.16237363269667138,1.0929236665528592,0.39844499249494625,-0.06816967130652701
2.204585368108061,1.1160876833532078,-1.5799393347418418,0.061897208028884036,-0.40220203765851337,-2.1408271136494395,0.06136109856977017,1.0599116352210578,2.6123182893315877,0.2586762269105992,-0.5034323253567468
-1.0910256257292665,2.663036076365284,-2.2295725918807925,0.10128849464853606,-0.8474624491525813,-0.5328125175262001,-0.8498258652195424,-0.25046594993937443,-0.5083450299859902,-0.39571075310286735,1.4923123137229877
0.8773476800777318,0.9629895064421335,-1.2489401911732934,-1.618349628250137,1.7180240878283664,-0.7101885096628809,0.8625359644144686,0.0845989807938695,0.6272395450962964,-0.01516147242448426,-0.1482992619058793
2.194130272741018,1.135695192082237,-0.5906658733357391,0.0985267642468606,1.3321204624386416,-1.4593526918732456,0.49353567094815126,-0.6999510592294301,0.943957299684538,-1.0814490464306852,1.1842775853152219
1.3007470684492655,3.673770762600758,0.20487738081498352,-1.5409047412474433,-0.08728195969328716,-1.084012756621864,0.7262697973281468,0.5399335379431891,0.42529720400669585,0.29742852883647414,-0.004708556355719961
-1.5538056133532188,1.8131870339856608,0.8100612560526416,0.33272467363223207,2.4518723668573057,1.1245460827155405,0.3296733851917965,-0.9767243656672178,-0.6937030895176861,-0.7228416118768932,-0.2715871989605758
-1.3620406243441976,0.7145092952513693,0.21948836927387874,1.4618133722981788,0.8739714856275201,0.873910702394691,0.1087074644563211,-0.015644893680675325,1.6402401978058139,-0.6989466542673607,-0.4814038097020046
